ID,set,Sentiment,Tweet
1916,train,neg,@IrutPagut Mungkinkah itu jadi chip set... Biar manusia itu terdeteksi dan  bisa berkelakuan sesuai yg menginginkanâ€¦ https://t.co/HKQK9rKWXf
5937,train,pos,Bicara vaksin Nusantara Bicara kualitas ..Jangan bicara kepentingan ...#PulihkanRIDenganVaksin https://t.co/ZOiGx0HrPa
5630,train,pos,Bahan Baku Vaksin Sudah Tiba Di Tanah Air. Kerjakeras Maju Negeriku https://t.co/nzoJa1GvEP
5678,train,pos,"Banyak yang belum paham bahwa vaksin tidak mencegah terjadinya penularan Covid-19, tapi vaksin menurunkan risiko seâ€¦ https://t.co/JCteJHXON8"
3060,train,net,@okezonenews Kedepan vaksin merah putih dan vaksin lainnya yg diproduksi di Indonesia akan menjadi vaksin termanjurâ€¦ https://t.co/9tCoCx7wzU
6694,train,pos,Dukung Vaksin merah putih#VaksinUntukKita https://t.co/camXLTzSAR
5313,train,pos,Alhamdulillah sudah vaksin ..Terima Kasih @utycampus #vaksÃ¬ncovid19 #covid_19 #health #healthy #healthylifestyleâ€¦ https://t.co/mUe66BTZu3
5930,train,pos,"Biar pandemi ini cepat berakhir, Kita bener-bener harus jalankan prokes ya, yg udah di vaksin aja masih ada resikoâ€¦ https://t.co/FYzc1cMt2h"
1227,train,neg,@dr_tompi Vaksin Nusantara komposisinya cuma politik
3966,train,net,@Syarman59 @SridianaEva @CNNIndonesia Dikembangkan di amerika diuji coba di Indonesia https://t.co/RLxvP6oZOh
6678,train,net,"Dukung BPOM, Kapuspen: Vaksin Nusantara bukan program TNIhttps://t.co/mObxaifocb https://t.co/l3QsIBUlON"
4929,train,net,7.Tingkat efikasi minimal utk vaksin Covid-19 yg ditetapkan WHO adalah 50%. Vaksin Sinovac yg digunakan di Indonesâ€¦ https://t.co/kwseKWynBP
2125,train,neg,@jokowi Yg sdh d vaksin apa benar akan tertilndung dr covid?Covidnya msh bermutasi loh
4326,train,neg,@VIVAcoid #bubarkanBPOM Karena mementingkan vaksin luar negri
6785,train,pos,"Efikasi vaksin buatan China seperti Sinovac, disebut masih di atas ambang batas yang ditetapkan organisasi kesehataâ€¦ https://t.co/VMnu5Le9Lh"
1251,train,neg,@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pembohongan publik ? kalo vaksin sinovac dan zeneca tidak bâ€¦ https://t.co/hTOGGV8KGs
7172,train,neg,habis vaksin kedua kalo aku mati tolong bayarkan hutang2ku
4274,train,pos,"@Vaksin_Kita harus banget ni, jangan ragu lagi yaa buat ikutan vaksin saat bulan puasa Â­Â­Â­#VaksinUntukKita #UpayaLawanPandemi"
359,train,pos,@aldidesri @YRadianto Vaksin itu cara preventif utk hadapi convid.Tetapi bukan obat utk penyakit akibat virus.Dayâ€¦ https://t.co/JDxp9NvXvl
6309,train,net,Dahlan Iskan dan Relawan Vaksin Nusantara Senam DI Style SebelumÂ Divaksin https://t.co/CYG0fVQonl
702,train,neg,@bertanyarl vaksin suntik pingsan mimisan
6893,train,net,Enam Juta Dosis Vaksin Sinovac Asal Beijing Tiba di Indonesia https://t.co/G2nVvN5Lqx
5276,train,net,Alasan Vaksin Sinovac Gagal Dapat Izin WHO di April 2021https://t.co/YAMh5CzHwC
3218,train,net,"@pietlisda Lah pit, kan vaksin lansia se-depok dicentralized di RSUI dari tgl 20 an maret. Bisa daftar diâ€¦ https://t.co/KcBHjcStT4"
4853,train,net,5.910.921 warga Indonesia telah menerima dosis vaksinÂ lengkap https://t.co/pp5uluvYyZ
4606,train,net,"#Healthies, sebelum menjalani vaksinasi COVID-19, lansia harus melakukan skrining secara detail dan menjawab pertanâ€¦ https://t.co/lYPE3nahQX"
1490,train,neg,@FiersaBesari Di vaksin itu batal kalo jrum suntiknya ptah terus nyangkut di dlm
6565,train,net,"Disinformasi, Vaksin Sinovac Ilegal karena tak Bersertifikasi WHO - Top Satu https://t.co/OrVfJvZ2ZI"
5346,train,neg,"ambik vaksin, mati cepatLol, ko ingt aku nak hidup lama ka"
5144,train,net,"Akhir Maret jadwal vaksin pertama dan sukses divaksin.Jadwal vaksin kedua 10 April, pas datang...e vaksin nya habâ€¦ https://t.co/83mTyYS9fs"
4839,train,net,"434,301 Individu Sudah Lengkap Dua Dos Suntikan Vaksin COVID-19 https://t.co/oXKhkVJhJH"
642,train,neg,"@bdngfess Gamau di vaksin ,titik. https://t.co/FSQlKYRwmk"
3818,train,neg,"@SopoJarwo1970 @Wedhus999 wajar lah test swab positif, kan isinya vaksin itu virus kopatkopet ðŸ_x0090_¸ðŸ˜_x008f_"
1281,train,pos,@EdiBarus @kostumkomik lah vaksin kan emg untuk meningkatkan imunitas tubuh.....
5543,train,pos,Ayah saya kena vaksin harini. Doakan dia
7182,train,neg,"Habis vaksin, tangan kiri yang disuntik. Nakesnya ga nanya aku kidal atau nggak, malah pegel bgt lagi. Nulis aja masih lemes nih tangan????"
7862,train,net,"Kalau benar ini rekomendasinya, masih masuk akal bagi sy. Krn minimal sdh akan mempertimbangkan sebaran vaksin apaâ€¦ https://t.co/oeDUVAOthD"
4844,train,net,"47 Dosis Vaksin Sinovac dari Cina Tiba di Bandara Soekarno-Hatta Minggu Siang, Pengiriman ke-8 https://t.co/VcYeoNUs2I via @tribunbanten"
1927,train,neg,"@ismailfahmi Itu yg meninggal, blm pada di-vaksin ya? Atau itu efek vaksin? ðŸ¤”"
4332,train,net,@VIVAcoid Pertemuan ilmiah dihadiri para pakar yg ahli dlm rangka uji klinis dan diseminarkan diPerguruan Tinggi adâ€¦ https://t.co/QI2NZgxBVF
2323,train,neg,"@kochengfess Bgst bgt yg racunin ibunya huhuKalo emg ga mampu vaksin ya gpp nder, yg penting dikasi makan dryfoodâ€¦ https://t.co/LYJ3QuKmTw"
631,train,net,"@bayualdialdi @sociotalker Saat ini, kalau memang dg beli itu lebih mudah dan lebih cepat proses vaksinasi nya, yaâ€¦ https://t.co/RkN60iIQWa"
5751,train,net,"BEIJING-Belakangan ramai diperbincangkan bahwa vaksin Sinovac asal Tiongkok, CoronaVac, tak manjur menyusul penelitâ€¦ https://t.co/QInQZVu8Pe"
6112,train,neg,bukan sekedar fiksi4:21-4:30Siti fadilah : ..saya juga kehilangan temen saya dokter2 ada 2 yg setelah di vaksin kâ€¦ https://t.co/HsplnvkOPq
4442,train,neg,"@yudichu Msh aman sinovac kmn2 ??, tp malah takut pake vaksin buatan cina??"
7768,train,net,"Jika seorang Ahmadi mendapat vaksin corona di bulan Ramadan, maka rukhsoh (keringanan) yang diberikan Islam, serayaâ€¦ https://t.co/YH3oYMW54N"
6050,train,net,BPOM sudah mempertanyakan uji klinisnya yg belum sesuai dengan kaidah penelitian. Ee.... Orang awam penelitian kesâ€¦ https://t.co/BV77CiSD0J
6912,train,net,Epidemiolog Bandingkan Sikap Tim Vaksin Nusantara dan Unair soal PutusanÂ BPOM https://t.co/TBexYWot7G
1857,train,net,"@IndraJPiliang Vaksin Merah Putih yang berbasis mRNA, dikembangkan oleh peneliti dalam negeri. Vaksin buatan Pfizerâ€¦ https://t.co/nY5XZUXu0M"
6614,train,net,"Dolar AS: Terlihat Lebih Kuat Di Tengah Data Ekonomi Yang Optimis, Peluncuran Vaksin â€“ JP Morganâ€¦ https://t.co/a9giVm3Qpj"
2458,train,net,"@KusnaediAkhmad @dr_koko28 Beliau  Siti Fadilah, mantan Menteri Kesehatan, yg berhasil menangani pandemi Flu Burungâ€¦ https://t.co/s1y9rXWnUy"
4180,train,neg,"@tunggalp vaksin buat anak NGO,? hahah kayanya ngk bakal dapat"
5274,train,neg,"alasan subsidi kampus dipotong untuk bansos covid dan pembelian vaksin covid, lha ngentot bansos covid aja dikorupsâ€¦ https://t.co/ldqRw0Oz80"
2647,train,neg,"@maspiyuaja Menkes yg skrg otak nya kapitalis, ga peduli ama kualitas vaksin yg penting bisnis..."
7703,train,neg,"Jangan bilang doa gw terkabul minta kena covid biar ga disuntik vaksin wkwkw, takut banget gw di suntik anjir"
6561,train,neg,"Disaat mau di vaksin yg ke 2,muncul berita Corona varian baru,akankah kita memebeli vaksin lagi atau buat lagi?#satgascovid"
1441,train,pos,"@ferdiriva Alhamdulillah ortu sdh vaksin pakai sinovac,kalo saya paki astra zeneca..tp blm waktunya suntik kedua,sehat2 terus semuanya ðŸ’ž"
3552,train,neg,"@RyaWiedy Jangan2 salah kasih Vaksin, Vaksin Anti ngantuk ðŸ˜‚"
1525,train,pos,@fitrian Alhamdulillah ya aman untuk vaksin kak meski bulan puasa. Lega rasanya.
5736,train,neg,"Beberapa hari terakhir bawaannya ngantuk terus, ntah efek vaksin sinovac atau karena puasa. Tapi lumayan bantu tiduâ€¦ https://t.co/94cuR8V124"
6178,train,pos,Cepet kelar deh pandemi dengan vaksin.. #PulihkanRIDenganVaksin https://t.co/P7QA9JkCpJ
3917,train,neg,"@susetyopr @YouTube Apaaan sebagai Menkes gagal total membendung Pandemi ke Indonesia, malah buat vaksin apaan. Dipikir kita goblok...ðŸ¤£ðŸ¤£ðŸ˜_x0081_"
2565,train,pos,"@mahardikayusuff Ngga papa kok, aku jg udh d vaksin kmarin."
6711,train,neg,"Dunia semakin kacau yah, covid blom kelar, tiba tiba bencana alam makin banyak, muncul vaksin yang udah ditolak tapâ€¦ https://t.co/fTjkeF00bL"
110,train,neg,@02fc71ba00c2451 @TofaTofa_id Tak selamanya vaksin itu di bilang vaksin kadang ada vaksin yg jadi fucksin. Mungkinâ€¦ https://t.co/kWHCDMiuL8
5267,train,neg,"akun yg nulis nama fafifuwasweswos adalah akun paling bacotin, paling suka merendahkan kemampuan orang lain di twitâ€¦ https://t.co/P3e7at2FaW"
4483,train,pos,@ZhrTopcu @SahabatSaber Vaksin sinovac ngga ada masalah. Jgn bkin hoax
464,train,pos,"@anwaribrahim Vaksin perlu, jangkitan semula isu lain.."
2828,train,pos,"@Mun4fikunn Vaksin cuma berusaha, Tuhan yg menentukan....Eaa..."
4283,train,pos,"@Vaksin_Kita Ternyata kedatangan vaksin ke indonesia itu banyak banyak manfaatnya loh guys, makanya jangan nolak kaâ€¦ https://t.co/OT7UHPKAZo"
2086,train,pos,@jokowi Pak. Saya berharap karya anak bangsa di perjuangkan. Untuk vaksin yg dikembangkan dokter terawan. Klo bolehâ€¦ https://t.co/fB3y7gWbZn
7027,train,neg,"Gak tau seneng apa sedih, udah vaksin tp tetep harus karantina. Dari 14 hari di cut jadi 7 hari, sama aja boong terâ€¦ https://t.co/LRxNkCtHEm"
5453,train,neg,Apakah para nakes ga sadar juga melihat diskriminasi kpd sesama manusia gegara vaksin.....??Apa mereka akan membeâ€¦ https://t.co/dHDaVUAI8H
4306,train,pos,@Vaksin_Update terapkan 3M nya dengan baik yah. #VaksinUntukKita #UpayaLawanPandemi
2040,train,neg,@jokowi comments dong pak presiden vaksin sinovac blm disertifikasi WHO jadi ga diakui di saudi
5993,train,neg,Bismillah semoga ga kena vaksin sinovac ðŸ¤­ dan vaksin lainnya wkwk
2024,train,pos,"@jokowi Alhamdulillah saya sudah di vaksin, salam sehat"
1584,train,neg,@ganjarpranowo Percuma di vaksin Pk .... taraweh ... sholat Ied boleh..naek kendaraan pribadi cm pulang Ndak boleh..ajooor
2644,train,neg,@maspiyuaja Dan tdk ada yg bilang kalo vaksin menghentikan pandemi
7028,train,neg,"Gak usah ngomong efikasi, efek samping dulu. Vaksin ini sangat gak efisien. Pasiennya harus diambil darah dulu, dipâ€¦ https://t.co/F2wmddAceS"
4775,train,neg,2 kali ambil suntikan vaksin covid pun masih ada yang positif? Ermm pelik
4269,train,pos,"@Vaksin_Kita #VaksinUntukKita#UpayaLawanPandemiwalaupun sekarang proses vaksinasi nasional terus berjalanan, kitaâ€¦ https://t.co/NBG355ZaJz"
5014,train,neg,Abis vaksin tu gampang banget radang sm flu dah. ðŸ˜Ÿ
1572,train,neg,@GAB_Wisnu @Lisaamartatara4 @jokowi Ini yang jualan vaksin palsu ya....
4009,train,neg,"@TeddyGusnaidi Mngkin vaksin nya kualitas sampah, cuma krn ajang bisnis saja, ya kan ted?"
630,train,neg,"@bayualdialdi @sociotalker inti nya vaksin ini problematik, yg bkin pure perusahaan USA, cm di ganti nama aja.beluâ€¦ https://t.co/O4Bi8diMa0"
4681,train,neg,#RISasaranKoloniTiongkok#RISasaranKoloniTiongkokAh! Sudahlah.Siti Fadilah: Tidak Ada Sejarahnya Pandemi Dihentâ€¦ https://t.co/O4HZNYrNq9
5300,train,pos,Alhamdulillah hari ini dapat giliran vaksin pertama. Semoga profesi lain termasuk ibu rumah tangga di seluruh pelosâ€¦ https://t.co/IRp3Fq3vlg
1342,train,pos,@EndriHema @agusdwipras3tyo Iya betul dr minggu kemarin si agus antusias bgt mau di vaksin..
3067,train,neg,"@onepiltacimin Iyaaa haha, sementara ini judi togel berenti dulu, diganti vaksin wkwk"
1910,train,pos,"@Iqrajs Vaksin itu ibarat payung di kala hujan qra. Tinggal lu pilih, mau basah kuyup atau cuma kecipratan air hujaâ€¦ https://t.co/otWM9TSHBg"
5170,train,pos,Akhrnya vaksin juga. Mengapresiasi seluruh jajaran pemerintah yg mengadakan acara vaksin utk seniman dan budayawan.â€¦ https://t.co/USJHGgvbbc
3442,train,neg,@riensayangku @Dahnilanzar Kalo pernah ketipu Vaksin Palsu berarti dia dongok
3816,train,neg,"@soo_sookyung Iya kan makanya takut jg ini vaksin apa darimana, masalahnya pihak yang nyuruh vaksin ini ga bertanggung jawab kalo ada apa2"
4115,train,neg,"@TofaTofa_id bukannya semboyannya ""tak kenal maka tak kebal ?"" trus apa gunanya vaksin kl ada kasus kek gini ?"
3963,train,pos,@Syarman59 @PBIDI Saya mau vaksin Nusantara aja
4075,train,neg,"@tirta_hudhi Bacot, giliran efek pasca vaksinasi kartel farmasi asing, klaim KIPI selalu menjauhi penyebab akibat vâ€¦ https://t.co/Kd3lMhizx7"
3001,train,neg,@NOTASLIMBOY Semua vaksin targetnya dibeli negara ..Makanye Sales nya beraneka ragam ..https://t.co/N1SjCyc380
2776,train,pos,"@mommytsalisa Thank u kak, semoga nih kita semua bisa start vaksin yah, biar bisa normal lg ðŸ¤—ðŸ¤—"
2640,train,neg,"@maspiyuaja @msaid_didu Apa yg gak bu, ibu aja dihentikan dan dipenjara karna vaksin."
6305,train,neg,Dah2lah tuh nak menipu and janganlah paksa orang daripada berhabis duit berbilion beli vaksin yang xkan menjamin apâ€¦ https://t.co/GbCoLkyVkM
2886,train,neg,@Nanasena17 @kostumkomik betul nonton sadja karena sudah 2x dapet dosis sinovac. dan kalo ditawarin suru vaksin lagi si ogah!
5784,train,neg,Bener bener gak mau vaksin deh tapi apadaya wajibðŸ™_x0081_
4328,train,neg,@VIVAcoid Jadi tujuan vaksin apa njing?
7059,train,neg,Giling ngantri vaksin berasa ngantri konser ya bun :)
7030,train,neg,"Gamblang, silakan anggota DPR jd sukarelawan uji klinis fase II Vaksin pura-pura Nusantara; hak stp org. Tdk akan mâ€¦ https://t.co/MJKVTH4xBU"
7167,train,neg,Habis vaksin badan gw menggilgil
7294,train,neg,"Hasilnyadata imungoenitas tdk valid, tdk jelas dan tdk konsisten. Wah..  https://t.co/Sm4GOBoBHA"
4307,train,pos,@Vaksin_Update Terimakasih banyak kepada semua
504,train,pos,@ariefnoviandi_ Setuju gays..Mari kita dukung bpomStop politisasi vaksin nusantara#DukungBPOM
2263,train,neg,@khumairaraa @annisamayangss Vaksin juga buat apa dikira bisa gak pake masker gitu ajaðŸ¥²ðŸ¥²ðŸ¥²
1852,train,pos,@indiratendi Haduu. Semoga segera dpt giliran vaksin yaa ðŸ˜”ðŸ™_x008f_
2777,train,pos,@monbebebellss Iy emg ktny klaim vaksin sinovac ni bkn utk mencegah penularan tp cm memperingan gejala jd walo vaksâ€¦ https://t.co/Y347xnzeTo
5794,train,neg,"bentar lagi period mah susah si ya, gua pengen nangis bngt asli. dr sore tu gua nanya mau makan apa kek nyet gua puâ€¦ https://t.co/Ng4JNYfjBZ"
6986,train,neg,"fungsi VAKSIN &amp; OBAT itu beda, kalo situ masih orang gunain fungsi otak untuk bekerja cari informasi jangan cuma OMES, f***ðŸ–•"
85,train,neg,"@_GUNS__ Lu percaya ginian? Wkkwwkwk kalo emg mau gitu konsep nya bukan super league yang isi2 nya elit doang, semuâ€¦ https://t.co/VWNrq3kxgK"
2906,train,pos,"@narkosun Yes, semoga dengan tambahan amunisi vaksin ini target pemerintah tercapai"
1726,train,neg,@henrypngaribuan Di kantor w ga ada wfh untuk mendukung penjualan di bulan puasa. Tapi kaga ada vaksin juga. Mancing mania?
5565,train,pos,"Ayo Vaksin, Bersama lawan Covid-19.@polsek_mloe@ResMarosPresisi @divisihumaspolri #polripresisi https://t.co/BJgqZJGULR"
475,train,neg,@arddwn LOH KAN UDAH VAKSIN ANTI MLEYOT 5 KALI
7132,train,neg,Guys doain ya hari Kamis bunda aku mau di vaksin covid semoga lancar dan ga berubah jadi Titan;(
2542,train,pos,"@lykwnlin Lawan rasa takutnya, malah banyak orang yang takut tidak kebagian vaksin jadi kita yang kebagian ayo segeâ€¦ https://t.co/SlWZJRhhSr"
7230,train,pos,"Harapannya, kita ingin agar bisa segera dapat tambahan sekitar 20 an juta dosis lagi hasil produksi dari Bio Farma,â€¦ https://t.co/2wIJAR3O1i"
2014,train,pos,@jokowi @erickthohir @KemenBUMN .. kok diam saja .. ada vaksin nusantra .. dibantu dong .. di fasilitasi .. kpn majâ€¦ https://t.co/be0mN6tRRa
3299,train,neg,@PutraWadapi Kenyang dah... penjual vaksin ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€
2522,train,neg,@Lotipot @NikitaNikAziz Habis tu apa fungsi vaksin? Cucuk2 dan positif balik lps tu cucuk balik ulang sampai abang jamil mampussss?
2914,train,pos,@NayDonuts @KemenkesRI Apresiasi yg setinggi2nya buat pemerintah yg sdh berusaha memenuhi kebutuhan vaksin ditengahâ€¦ https://t.co/lOFgidSPlk
6669,train,pos,"Duh, entah ya. Rasanya seneng banget denger Indonesia baru saja menerima 6 Juta dosis bahan baku vaksin C-19 dari Sâ€¦ https://t.co/JMGd3Igaw8"
5662,train,pos,"bantuin daftar serta dampingi mereka juga yaa sampai bisa dapat vaksin guys, yukk semangatt!!#UpayaLawanPandemiâ€¦ https://t.co/731WBU1z94"
2677,train,pos,@mcfinkel Vaksin aman dan nyaman  #VaksinUntukKita#UpayaLawanPandemi
3528,train,pos,@rudeski83 @maspiyuaja @B0_Ooo Yok jangan tolak yok. Vaksin salah satu upaya melindungi diri dari penyakit. Vaksinâ€¦ https://t.co/NtxKZf28Fx
3527,train,pos,@rudeski83 @keursahdi @KompasTV Sampun mas. maka dari itu program penyuntikan vaksin di indo ada yg namanya meja 2â€¦ https://t.co/MHPiur7SjN
5315,train,pos,Alhamdulillah vaksin ke 2 sudah beres... Cuusss.. .
2062,train,pos,@jokowi Kulo sampun vaksin 2x bapak presiden. Alhamdulillah
5328,train,pos,"alhamdulillah, vaksin 2 kelar. https://t.co/QtrEgvxTo1"
5656,train,pos,"Bangga, anak bangsa bisa produksi vaksin covid sendiri. Saat ini vaksin masih tahap penelitian dan pengembangan. Kiâ€¦ https://t.co/3TdmeDWT7R"
3959,train,pos,"@Syarman59 @PBIDI @BPOM_RI @KemenkesRI @satgascovid19id GW DUKUNG VAKSIN NUSANTARA !!!,DAN SIAP DI VAKSIN KALO DI KASIH KESEMPATAN.."
1972,train,pos,"@jejessicaandrea Kalo dipanggil buat vaksin ya dateng, doonngg, heuheu"
1065,train,pos,@detikcom Kalu saya sih di vaksin Alhamdulillah tdk di vaksin juga tidak mengurangi rasa syukurku.
4312,train,pos,@Vaksin_Update yuk kita dampingi bersama2 orang tua kita #UpayaLawanPandemi #VaksinUntukKita
2998,train,pos,"@normsaid @KKMPutrajaya Tuan, vaksin bukan merawat. Adakah ia penawar? Secara teknikal, ya, kerana ia membantu badaâ€¦ https://t.co/a8iZ4A727V"
2345,train,pos,@kochengfess vaksin aja nderrr. aku abis vaksin jd cepet tumbuhnya. sama emg makan dryfood mulu si kucingkuðŸ˜€
1586,train,pos,@gantinamabentar Vaksin ya kk biar sembuh hehe
2594,train,pos,"@Mamisisca22 Jangan lupa vaksin dulu tante, biar tetep sehat yaaa #VaksinasiNasional https://t.co/zwHTlwPnNG"
1222,train,pos,@dr_tompi Harusnya BPOM dan Badan2 yg lain nya dan para peneliti dan Profesor2 saling mendukung. Apa yg menjadi kekâ€¦ https://t.co/ca1OCt6OZW
5134,train,pos,Ajak gais keluargamu yg lansia buat vaksin.#VaksinUntukKita #UpayaLawanPandemi https://t.co/yqRvzdK3Zh
5571,train,pos,Ayu Utami bilang makasih ke Jokowi karena dikasih jatah vaksin. *terharu*
3617,train,pos,"@SantorinisSun @__GoldenAngel_ Liat aja nanti kalo vaksin ini sukses, org2 yg skrg menghujat menolak vaksin ini bakâ€¦ https://t.co/M3yMFJu4RP"
3047,train,pos,"@Nusantaraku01 @KemenkesRI Tetap jaga protokol kesehatan, biar pemerintah yg berusaha mencari dan mengamankan vaksin"
5671,train,pos,"Banyak orang gak mau vaksin, ini yang bener2 mau, gak bisa diduluin aja nih? ðŸ™ƒ"
3548,train,pos,@ruthrioo udah aman dong. udah vaksin dosis pertama juga ðŸ˜‚
3935,train,pos,@Syafakillah5758 Mantaap..Saya tinggal menunggu vaksin tahap 2ðŸ’ª https://t.co/L2Zj4mySuu
4669,train,pos,#PulihkanRIDenganVaksin lansia akan jadi prioritas penerima vaksin saat ramadan https://t.co/UTitM5UoHb
2058,train,pos,@jokowi Keren Pak Presiden @jokowi . Semoga vaksinasi Covid19 bisa dipercepat diperluas. Dan semua sumber vaksin seâ€¦ https://t.co/AzMH9WkQN8
5331,train,pos,"Alhamdulillah, walau Embargo vaksin India cukup mengganggu pasokan vaksin Indonesia, namun tidak sampai menghentikaâ€¦ https://t.co/903jKlvxDk"
5717,train,pos,Barvo gerakan Indonesia sehat dengan vaksin#VaksinUntukKita#UpayaLawanPandemi https://t.co/ptXUUR9rBE
6954,train,pos,"Fatwa MUI vaksin di bulan puasa, tidak membatalkan puasa. Cocok!"
4315,train,pos,@VaksinBersama yuk sekarang giliran kamu yaa buat ikutan vaksin Â­Â­Â­#VaksinUntukKita #UpayaLawanPandemi
4295,train,pos,@Vaksin_Update @OktaraniS Pandemi ini pasti berakhir #UpayaLawanPandemi #VaksinUntukKita
